#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-06-04T01:13:27 [V7.5.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-06-04T01:13:27	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=99999&-source=J/ApJ/608/243/photom&-order=I&-out=Seq&-out=Xpos&-out=Ypos&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Icmag&-out=e_Icmag&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_16080243
#Name: J/ApJ/608/243
#Title: CCD BVI photometry of M12 stars (Hargis+, 2004)
#INFO	ivoid=ivo://cds.vizier/j/apj/608/243	    IVOID of underlying data collection
#INFO	creator=Hargis J.R.	    First author or institution
#INFO	cites=bibcode:2004ApJ...608..243H	    Article or Data origin sources
#INFO	editor=Astrophysical Journal (AAS)	    Editor name (article)
#INFO	original_date=2004	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/608/243	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.16080243	    Dataset identifier that can be used for citation
#INFO	publication_date=2004-08-20	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_608_243_photom:
#Name: J/ApJ/608/243/photom
#Title: BVI Photometry for M12 stars
#Column	Seq	(I5)	Sequential number	[ucd=meta.id]
#Column	Xpos	(F8.3)	X coordinate in pixels (1)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F8.3)	Y coordinate in pixels (1)	[ucd=pos.cartesian.y;instr.det]
#Column	Bmag	(F7.4)	? Johnson B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F7.4)	? Johnson B magnitude error	[ucd=stat.error]
#Column	Vmag	(F7.4)	? Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F7.4)	? Johnson V magnitude error	[ucd=stat.error]
#Column	Icmag	(F7.4)	? Cousins I magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Icmag	(F7.4)	? Cousins I magnitude error	[ucd=stat.error]
Seq	Xpos	Ypos	Bmag	e_Bmag	Vmag	e_Vmag	Icmag	e_Icmag
15017	1355.987	1261.874	       	       	20.0464	 0.0395	19.1311	 0.0617
15018	 860.817	1031.494	       	       	20.0466	 0.0584	18.7752	 0.0556
15019	1867.012	 505.464	       	       	20.0467	 0.0475	18.5747	 0.0348
15020	1493.243	1417.673	       	       	20.0470	 0.0427	19.0787	 0.0625
15021	1153.732	1422.123	20.7791	 0.0911	20.0470	 0.0515	18.9725	 0.0650
15022	 498.394	 777.041	       	       	20.0472	 0.0627	19.1261	 0.0616
15023	1207.129	1162.177	       	       	20.0474	 0.0585	18.9931	 0.0621
15024	 958.881	 191.027	       	       	20.0475	 0.0550	19.2202	 0.0693
15025	1167.421	1230.293	       	       	20.0476	 0.0657	18.5981	 0.0552
15026	 175.307	1769.012	20.8155	 0.0820	20.0479	 0.0511	19.1481	 0.0497
15027	1312.609	 820.955	20.8574	 0.0937	20.0480	 0.0543	19.1355	 0.0671
15028	1394.584	1087.370	       	       	20.0480	 0.0492	19.0497	 0.0729
15029	1534.468	 645.339	20.7650	 0.0921	20.0482	 0.0514	19.0864	 0.0801
15030	1674.998	 152.476	20.7285	 0.0889	20.0483	 0.0416	19.0867	 0.0745
15031	 995.531	 862.280	       	       	20.0486	 0.0537	19.0241	 0.0929
15032	1619.512	 280.833	       	       	20.0491	 0.0648	18.8288	 0.0906
15033	1424.142	 771.499	       	       	20.0491	 0.0548	19.3314	 0.0861
15034	1128.215	1473.858	20.6983	 0.0859	20.0500	 0.0447	19.3340	 0.0903
15035	 772.396	 788.967	       	       	20.0503	 0.0489	19.0261	 0.0807
15036	 706.371	 319.030	       	       	20.0504	 0.0450	18.8364	 0.0414
15037	1154.440	1256.020	20.8647	 0.0976	20.0504	 0.0470	19.0228	 0.0622
15038	 693.986	1327.648	       	       	20.0506	 0.0464	18.9753	 0.0618
15039	1226.678	 496.524	20.8804	 0.0880	20.0507	 0.0535	19.0822	 0.0579
15040	1341.288	 503.287	20.8067	 0.0974	20.0510	 0.0507	18.9080	 0.0496
15041	 910.057	1362.335	20.7885	 0.0762	20.0511	 0.0484	19.0865	 0.0796
15042	 868.022	 791.846	       	       	20.0513	 0.0944	18.7350	 0.0546
15043	 909.038	1187.407	       	       	20.0514	 0.0587	17.0112	 0.0151
15044	1146.266	 463.441	21.0364	 0.0976	20.0520	 0.0416	18.9655	 0.0538
15045	 843.182	1176.198	       	       	20.0521	 0.0495	18.9355	 0.0678
15046	 935.630	 981.566	       	       	20.0522	 0.0912	18.8068	 0.0690
15047	1065.586	 767.899	       	       	20.0524	 0.0534	18.9512	 0.0554
15048	 640.488	 864.270	       	       	20.0524	 0.0617	18.2959	 0.0341
15049	 918.992	1548.120	       	       	20.0525	 0.0462	19.0359	 0.0539
15050	 666.788	 882.127	       	       	20.0526	 0.0480	19.0698	 0.0698
15051	 714.742	 877.208	20.9300	 0.0853	20.0529	 0.0500	18.6747	 0.0509
15052	1257.750	1383.045	       	       	20.0531	 0.0457	19.1009	 0.0594
15053	1115.130	1161.297	       	       	20.0531	 0.0601	18.7359	 0.0827
15054	1116.649	1436.442	20.6855	 0.0951	20.0533	 0.0487	18.9579	 0.0527
15055	 873.010	 537.955	       	       	20.0534	 0.0431	19.0303	 0.0656
15056	1076.399	 109.682	       	       	20.0535	 0.0541	19.0101	 0.0601
15057	1172.633	 112.617	20.8831	 0.0827	20.0535	 0.0379	19.1275	 0.0653
15058	 811.677	1100.909	       	       	20.0535	 0.0436	18.8615	 0.0728
15059	1502.776	 559.180	       	       	20.0539	 0.0532	18.6107	 0.0354
15060	 948.833	 846.932	       	       	20.0540	 0.0426	19.0676	 0.0662
15061	  23.947	 399.714	       	       	20.0540	 0.0437	18.7378	 0.0423
15062	1218.706	1047.476	       	       	20.0541	 0.0564	18.8323	 0.0753
15063	 832.138	 875.822	20.8054	 0.0938	20.0548	 0.0483	19.0776	 0.0660
15064	1890.390	1293.478	       	       	20.0549	 0.0501	17.1923	 0.0168
15065	1269.571	 602.098	20.8537	 0.0798	20.0550	 0.0392	19.0065	 0.0534
15066	1258.039	1083.069	       	       	20.0554	 0.0367	19.0799	 0.0636
15067	1213.915	1395.939	20.8400	 0.0920	20.0558	 0.0514	18.9720	 0.0696
15068	 214.857	1572.436	20.7693	 0.0855	20.0563	 0.0498	19.1478	 0.0747
15069	1661.661	 653.422	       	       	20.0564	 0.0504	19.0035	 0.0482
15070	1202.073	1163.121	       	       	20.0567	 0.0761	18.9281	 0.0739
15071	 845.545	2026.022	20.7440	 0.0936	20.0567	 0.0551	19.1337	 0.0766
15072	1168.600	1481.011	20.6259	 0.0797	20.0569	 0.0590	18.8566	 0.0449
15073	1280.046	1033.371	       	       	20.0570	 0.0687	18.7792	 0.0885
15074	 624.051	 716.780	20.6795	 0.0796	20.0573	 0.0585	19.0724	 0.0539
15075	1881.113	1200.211	       	       	20.0574	 0.0540	18.3822	 0.0309
15076	1476.380	 561.228	20.7558	 0.0942	20.0575	 0.0547	18.9847	 0.0627
15077	1101.159	1118.651	       	       	20.0576	 0.0470	19.0603	 0.0873
15078	1032.140	 871.227	       	       	20.0577	 0.0739	18.9280	 0.0627
15079	 709.312	 807.310	       	       	20.0579	 0.0488	18.9568	 0.0664
15080	1305.622	 227.756	       	       	20.0580	 0.0468	18.9972	 0.0579
15081	 819.679	1009.547	       	       	20.0581	 0.0650	18.9565	 0.0511
15082	1460.604	1203.299	       	       	20.0582	 0.0544	18.9853	 0.0804
15083	 890.662	1615.566	       	       	20.0584	 0.0472	18.7588	 0.0499
15084	 879.897	 581.244	       	       	20.0587	 0.0504	19.0342	 0.0612
15085	 589.044	1433.638	20.5760	 0.0986	20.0587	 0.0447	19.1473	 0.0936
15086	 951.795	 889.752	       	       	20.0589	 0.0611	18.8311	 0.0629
15087	1192.471	 496.933	       	       	20.0596	 0.0643	19.0088	 0.0556
15088	 743.092	1128.868	20.7244	 0.0864	20.0599	 0.0538	18.9667	 0.0482
15089	1812.894	 527.004	       	       	20.0601	 0.0441	18.8647	 0.0499
15090	1085.763	 576.201	21.2967	 0.0968	20.0603	 0.0591	       	
15091	 882.079	1174.940	       	       	20.0604	 0.0511	18.8878	 0.0643
15092	1613.021	 880.566	20.5107	 0.0767	20.0606	 0.0449	19.1492	 0.0555
15093	1020.583	 861.019	       	       	20.0610	 0.0756	18.9442	 0.0682
15094	 916.431	 973.065	       	       	20.0612	 0.0590	19.0411	 0.0971
15095	1036.812	 618.461	       	       	20.0613	 0.0388	19.1160	 0.0612
15096	 532.324	 993.292	21.0271	 0.0838	20.0613	 0.0474	19.0312	 0.0742
15097	 477.982	 763.242	20.8747	 0.0812	20.0614	 0.0497	19.1057	 0.0529
15098	1218.563	 805.696	       	       	20.0614	 0.0568	19.0221	 0.0647
15099	1296.194	 971.156	20.7759	 0.0947	20.0616	 0.0490	19.0858	 0.0568
15100	 798.314	1415.525	20.9114	 0.0993	20.0621	 0.0416	19.1329	 0.0575
15101	 944.943	1001.789	       	       	20.0623	 0.0481	18.8988	 0.0931
15102	 987.696	1323.177	       	       	20.0626	 0.0783	19.1599	 0.0943
15103	1991.060	 897.035	       	       	20.0627	 0.0635	18.4344	 0.0340
15104	1224.730	1145.248	       	       	20.0628	 0.0632	18.9959	 0.0653
15105	1103.253	 554.911	20.9443	 0.0968	20.0631	 0.0557	19.0870	 0.0746
15106	 520.634	 887.753	20.8025	 0.0834	20.0641	 0.0463	19.0633	 0.0737
15107	1245.348	1453.446	       	       	20.0641	 0.0463	19.1144	 0.0651
15108	  48.661	1012.257	20.1453	 0.0652	20.0642	 0.0424	19.0975	 0.0564
15109	1195.156	 313.634	20.8454	 0.0718	20.0643	 0.0568	18.6880	 0.0821
15110	 934.083	 647.868	       	       	20.0645	 0.0360	19.1030	 0.0760
15111	 771.307	1069.276	21.0476	 0.0938	20.0646	 0.0498	19.0468	 0.0631
15112	 968.321	1219.120	       	       	20.0646	 0.0628	18.4963	 0.0630
15113	1268.433	1071.468	       	       	20.0649	 0.0558	18.9810	 0.0533
15114	 651.724	1149.667	       	       	20.0655	 0.0390	19.0068	 0.0620
15115	1306.119	1428.327	       	       	20.0657	 0.0500	19.0824	 0.0658
15116	 135.825	1274.656	       	       	20.0660	 0.0428	18.5524	 0.0388
15117	1552.083	 900.446	20.9301	 0.0985	20.0660	 0.0518	18.8523	 0.0595
15118	1415.902	1001.543	       	       	20.0661	 0.0541	18.8901	 0.0498
15119	 860.896	 682.066	       	       	20.0662	 0.0465	19.1339	 0.0647
15120	 460.385	 738.878	20.9044	 0.0973	20.0662	 0.0408	19.1264	 0.0562
15121	1327.921	1072.731	20.7648	 0.0889	20.0663	 0.0697	19.0420	 0.0660
15122	1286.429	 486.034	       	       	20.0664	 0.0418	19.0936	 0.0646
15123	1170.651	1197.127	       	       	20.0665	 0.0559	19.0078	 0.0685
15124	1639.925	 843.939	       	       	20.0666	 0.0482	19.0598	 0.0760
15125	1153.560	1496.262	       	       	20.0670	 0.0506	18.9903	 0.0810
15126	 547.671	1682.390	       	       	20.0671	 0.0450	17.6244	 0.0204
15127	 902.565	 843.714	       	       	20.0672	 0.0623	19.1134	 0.0559
15128	1615.447	  23.821	20.7228	 0.0846	20.0673	 0.0496	19.0134	 0.0651
15129	  58.213	1533.839	       	       	20.0679	 0.0506	19.2175	 0.0628
15130	 757.753	1047.797	20.8119	 0.0929	20.0680	 0.0398	19.0394	 0.0612
15131	1148.568	1233.780	       	       	20.0680	 0.0486	19.1904	 0.0800
15132	 812.921	1021.782	       	       	20.0681	 0.0530	18.7033	 0.0500
15133	 762.287	1076.403	20.6669	 0.0904	20.0683	 0.0586	18.9491	 0.0493
15134	1370.846	 986.955	       	       	20.0683	 0.0493	19.0026	 0.0672
15135	 628.232	 107.101	       	       	20.0685	 0.0474	19.0809	 0.0571
15136	 390.276	1213.823	       	       	20.0686	 0.0490	17.4974	 0.0174
15137	1249.844	 674.457	20.9095	 0.0933	20.0686	 0.0719	19.1339	 0.0585
15138	1172.372	1234.349	       	       	20.0686	 0.0547	18.8045	 0.0570
15139	1258.102	1315.356	21.0233	 0.0836	20.0687	 0.0525	19.0921	 0.0625
15140	 804.892	 793.078	       	       	20.0690	 0.0598	19.0208	 0.0765
15141	1494.433	1006.338	       	       	20.0690	 0.0884	18.9535	 0.0482
15142	 737.835	 949.019	       	       	20.0692	 0.0630	19.0245	 0.0692
15143	 626.426	 815.088	20.7269	 0.0746	20.0695	 0.0503	19.0616	 0.0517
15144	1155.661	1259.720	       	       	20.0695	 0.0574	19.1069	 0.0727
15145	  53.837	 842.812	       	       	20.0696	 0.0429	19.0392	 0.0670
15146	 210.884	 623.983	       	       	20.0696	 0.0421	19.0245	 0.0544
15147	 950.329	1088.432	       	       	20.0698	 0.0699	18.7549	 0.0561
15148	1844.740	1681.245	       	       	20.0701	 0.0378	18.8629	 0.0454
15149	1805.361	 786.178	20.9534	 0.0949	20.0702	 0.0457	19.1988	 0.0887
15150	1526.416	 694.587	20.9019	 0.0800	20.0702	 0.0459	18.9613	 0.0757
15151	1690.990	1265.126	       	       	20.0702	 0.0550	18.9779	 0.0579
15152	1429.155	 360.990	20.7409	 0.0881	20.0702	 0.0473	18.9886	 0.0484
15153	 867.508	1021.184	       	       	20.0704	 0.0633	18.9724	 0.0787
15154	1167.714	 523.228	       	       	20.0704	 0.0475	19.0036	 0.0656
15155	1054.335	1471.156	       	       	20.0705	 0.0489	18.3282	 0.0282
15156	1321.327	 900.898	       	       	20.0705	 0.0458	19.0853	 0.0586
15157	1076.760	1363.525	       	       	20.0705	 0.0588	18.9573	 0.0552
15158	 543.238	 520.838	20.9674	 0.0715	20.0706	 0.0462	19.0280	 0.0537
15159	 987.364	1040.887	       	       	20.0707	 0.0650	18.9836	 0.0835
15160	 849.390	 322.900	       	       	20.0707	 0.0375	19.0782	 0.0501
15161	 896.000	 820.109	       	       	20.0708	 0.0546	18.7779	 0.0458
15162	1041.852	1569.490	20.9555	 0.0841	20.0712	 0.0540	19.0583	 0.0631
15163	1319.060	 825.253	       	       	20.0712	 0.0874	19.0792	 0.0706
15164	1253.050	 911.983	       	       	20.0712	 0.0744	18.7126	 0.0529
15165	1195.867	 216.966	21.0349	 0.0969	20.0714	 0.0558	19.0433	 0.0620
15166	1451.930	 993.469	       	       	20.0714	 0.0510	18.7117	 0.0420
15167	 180.131	 210.161	20.8363	 0.0831	20.0715	 0.0421	19.0800	 0.0493
15168	 662.007	 803.067	20.7719	 0.0710	20.0715	 0.0416	18.9875	 0.0807
15169	1935.927	 586.205	       	       	20.0717	 0.0479	19.0607	 0.0606
15170	 920.377	 436.408	       	       	20.0718	 0.0422	19.0546	 0.0547
15171	1587.810	1089.134	20.6732	 0.0911	20.0722	 0.0450	19.0139	 0.0517
15172	1009.923	1157.379	       	       	20.0723	 0.0454	18.9271	 0.0488
15173	 944.083	1512.625	20.8641	 0.0757	20.0728	 0.0525	19.0175	 0.0509
15174	1328.908	 790.616	20.8266	 0.0948	20.0730	 0.0484	18.8580	 0.0497
15175	 667.020	1578.590	       	       	20.0730	 0.0508	19.2038	 0.0566
15176	 876.083	1608.971	       	       	20.0730	 0.0488	19.0019	 0.0601
15177	 840.251	 927.728	       	       	20.0732	 0.0662	18.7844	 0.0747
15178	 251.625	 212.467	20.8866	 0.0780	20.0734	 0.0562	18.9245	 0.0543
15179	 677.790	1034.109	21.3816	 0.0978	20.0735	 0.0926	       	
15180	 731.774	 977.278	       	       	20.0738	 0.0490	18.9350	 0.0747
15181	1061.484	1205.308	20.7964	 0.0930	20.0739	 0.0415	18.9985	 0.0620
15182	1074.742	1350.289	       	       	20.0741	 0.0503	18.8963	 0.0614
15183	1419.053	1028.902	       	       	20.0743	 0.0449	19.0926	 0.0635
15184	 802.481	  20.177	       	       	20.0748	 0.0596	17.5243	 0.0161
15185	 978.272	 873.628	       	       	20.0748	 0.0772	19.0352	 0.0861
15186	1563.257	1202.884	       	       	20.0749	 0.0432	18.9167	 0.0583
15187	1372.753	 143.919	20.8694	 0.0839	20.0750	 0.0494	19.1346	 0.0805
15188	 765.645	1238.996	20.8243	 0.0960	20.0751	 0.0560	19.1095	 0.0668
15189	 673.101	 659.451	20.8114	 0.0684	20.0752	 0.0605	19.1473	 0.0555
15190	 970.858	 597.648	       	       	20.0754	 0.0526	19.1319	 0.0665
15191	1205.089	 813.887	       	       	20.0756	 0.0893	18.7520	 0.0590
15192	 927.849	 366.868	       	       	20.0759	 0.0401	19.2193	 0.0495
15193	1406.495	1586.648	20.7963	 0.0796	20.0760	 0.0480	18.9652	 0.0568
15194	 866.890	1544.494	20.9820	 0.0989	20.0760	 0.0418	19.0131	 0.0539
15195	 474.577	 733.374	       	       	20.0761	 0.0427	18.8305	 0.0426
15196	 885.039	 988.669	       	       	20.0763	 0.0556	19.1743	 0.0984
15197	 297.748	1123.690	20.7973	 0.0942	20.0763	 0.0442	18.9639	 0.0507
15198	1527.601	 599.475	       	       	20.0764	 0.0421	19.1784	 0.0519
15199	1337.546	1172.190	       	       	20.0765	 0.0466	19.0239	 0.0644
15200	1041.539	1632.417	       	       	20.0765	 0.0462	18.9909	 0.0578
15201	 737.129	 612.470	       	       	20.0767	 0.0471	19.1545	 0.0712
15202	1395.872	 799.938	20.7350	 0.0894	20.0768	 0.0539	19.0516	 0.0750
15203	1098.010	1191.595	       	       	20.0768	 0.0572	19.2733	 0.0615
15204	 230.067	 768.442	       	       	20.0768	 0.0635	19.0617	 0.0597
15205	1192.974	1086.109	       	       	20.0770	 0.0827	18.7826	 0.0737
15206	1264.657	 918.744	       	       	20.0772	 0.0764	18.5241	 0.0526
15207	 707.456	 614.145	       	       	20.0782	 0.0484	16.8749	 0.0134
15208	1184.747	 925.841	       	       	20.0782	 0.0502	18.8754	 0.0524
15209	1089.225	1178.184	       	       	20.0789	 0.0469	19.0231	 0.0702
15210	 974.998	1061.964	       	       	20.0789	 0.0593	18.5608	 0.0620
15211	 494.304	 834.707	       	       	20.0790	 0.0586	19.0670	 0.0912
15212	 847.573	1224.444	       	       	20.0791	 0.0593	19.1558	 0.0582
15213	 981.914	1317.976	20.9839	 0.0823	20.0792	 0.0665	19.0945	 0.0592
15214	 924.039	 666.539	20.9009	 0.0820	20.0799	 0.0506	19.0253	 0.0491
15215	1604.180	 994.982	       	       	20.0801	 0.0364	19.1936	 0.0682
15216	1283.865	1095.120	       	       	20.0801	 0.0527	19.0332	 0.0971
15217	1129.590	1241.487	       	       	20.0802	 0.0821	18.9966	 0.0600
15218	 786.896	1321.081	       	       	20.0807	 0.0428	19.0021	 0.0831
15219	1658.925	1151.576	       	       	20.0809	 0.0640	18.8016	 0.0721
15220	1573.696	1305.438	       	       	20.0811	 0.0524	18.9481	 0.0493
15221	1429.966	 930.389	       	       	20.0812	 0.0494	19.0003	 0.0536
15222	 620.481	 871.626	20.7390	 0.0863	20.0815	 0.0464	19.0417	 0.0573
15223	1396.659	 825.662	       	       	20.0817	 0.0511	19.0283	 0.0623
15224	 741.044	 827.931	       	       	20.0823	 0.0562	19.1655	 0.0548
15225	1610.239	1037.481	20.8162	 0.0805	20.0825	 0.0452	19.1308	 0.0526
15226	1369.852	 848.159	       	       	20.0825	 0.0539	19.0527	 0.0491
15227	2040.745	 160.712	       	       	20.0826	 0.0498	18.8582	 0.0472
15228	 994.382	 712.261	       	       	20.0827	 0.0677	19.1203	 0.0750
15229	 751.843	 550.311	       	       	20.0828	 0.0578	19.1638	 0.0561
15230	 463.720	 967.022	       	       	20.0831	 0.0619	19.1689	 0.0540
15231	 938.056	1470.448	       	       	20.0832	 0.0582	19.1270	 0.0608
15232	 948.252	1152.865	       	       	20.0832	 0.0879	18.7478	 0.0769
15233	1065.105	 755.029	       	       	20.0835	 0.0607	19.2383	 0.0891
15234	 718.258	1429.506	       	       	20.0837	 0.0492	19.2382	 0.0527
15235	1458.903	 703.469	       	       	20.0839	 0.0450	19.3356	 0.0762
15236	 989.321	1111.729	       	       	20.0844	 0.0720	18.3046	 0.0683
15237	 585.107	 755.404	       	       	20.0846	 0.0460	19.0494	 0.0680
15238	 201.232	1376.811	       	       	20.0848	 0.0550	18.5005	 0.0366
15239	 849.521	1131.960	       	       	20.0849	 0.0820	19.0006	 0.0688
15240	1281.392	1070.363	       	       	20.0849	 0.0657	19.0941	 0.0522
15241	1033.245	1319.311	21.0178	 0.0935	20.0850	 0.0528	19.0112	 0.0597
15242	1022.106	1826.159	       	       	20.0851	 0.0506	19.0565	 0.0538
15243	 793.475	1070.220	20.8933	 0.0950	20.0855	 0.0394	18.9190	 0.0542
15244	1155.254	 624.446	       	       	20.0858	 0.0418	18.9580	 0.0442
15245	1256.476	1152.097	       	       	20.0858	 0.0511	18.9020	 0.0552
15246	1222.461	 609.698	20.9007	 0.0804	20.0864	 0.0377	19.0243	 0.0788
15247	1027.606	1347.421	       	       	20.0868	 0.0485	19.1215	 0.0713
15248	 981.048	1215.291	       	       	20.0868	 0.0524	18.7813	 0.0654
15249	1132.155	1199.948	       	       	20.0870	 0.0963	19.0615	 0.0955
15250	 726.914	 937.022	       	       	20.0870	 0.0739	19.1605	 0.0966
15251	2044.918	 709.618	20.9103	 0.0759	20.0876	 0.0609	19.0880	 0.0499
15252	1557.175	 661.730	20.8684	 0.0983	20.0877	 0.0472	19.0005	 0.0583
15253	2024.091	1241.513	       	       	20.0879	 0.0561	18.5820	 0.0465
15254	 891.068	1093.792	       	       	20.0881	 0.0816	18.9661	 0.0765
15255	 866.569	 868.094	       	       	20.0881	 0.0509	18.9758	 0.0604
15256	1991.048	 655.754	20.9403	 0.0845	20.0883	 0.0468	18.9831	 0.0665
15257	1139.680	 732.259	       	       	20.0883	 0.0675	18.2933	 0.0685
15258	 715.066	1227.559	       	       	20.0888	 0.0540	19.3113	 0.0584
15259	 739.960	1110.644	       	       	20.0889	 0.0392	19.1113	 0.0700
15260	 736.885	 856.177	20.8705	 0.0816	20.0891	 0.0470	18.9582	 0.0433
15261	1627.479	1063.919	       	       	20.0892	 0.0439	18.9718	 0.0570
15262	1095.309	 441.069	20.9789	 0.0917	20.0892	 0.0496	18.9868	 0.0474
15263	  62.191	 623.664	       	       	20.0896	 0.0532	17.6724	 0.0182
15264	  69.041	1036.962	       	       	20.0898	 0.0455	18.8050	 0.0447
15265	1693.738	 413.886	       	       	20.0900	 0.0451	18.9710	 0.0521
15266	 637.715	 723.223	       	       	20.0900	 0.0365	18.9772	 0.0630
15267	 872.830	 820.650	       	       	20.0900	 0.0541	18.9578	 0.0587
15268	 158.673	 496.045	21.0637	 0.0984	20.0900	 0.0449	18.8848	 0.0426
15269	 407.686	1684.243	       	       	20.0901	 0.0580	18.4289	 0.0524
15270	1056.522	1348.240	       	       	20.0901	 0.0631	18.3997	 0.0405
15271	1389.828	 882.509	       	       	20.0902	 0.0443	19.0269	 0.0562
15272	1309.104	 765.171	20.9509	 0.0940	20.0902	 0.0530	19.0086	 0.0461
15273	1169.314	 627.455	       	       	20.0904	 0.0833	19.0443	 0.0610
15274	1147.462	 508.948	       	       	20.0905	 0.0512	19.0976	 0.0553
15275	1297.238	1128.896	       	       	20.0907	 0.0467	19.1840	 0.0636
15276	 979.760	1543.189	       	       	20.0919	 0.0634	17.3160	 0.0189
15277	1298.625	 948.946	       	       	20.0923	 0.0787	18.8796	 0.0528
15278	1113.686	1506.125	       	       	20.0924	 0.0477	19.1856	 0.0745
15279	1473.671	1183.082	20.6737	 0.0846	20.0927	 0.0482	19.0981	 0.0616
15280	 735.304	 229.305	       	       	20.0928	 0.0516	19.0284	 0.0613
15281	1364.943	 715.935	       	       	20.0930	 0.0532	19.0852	 0.0631
15282	 575.636	1891.271	       	       	20.0933	 0.0369	19.0822	 0.0475
15283	1264.975	 929.752	       	       	20.0933	 0.0604	18.7023	 0.0911
15284	 989.021	1314.377	20.8197	 0.0961	20.0933	 0.0440	18.9745	 0.0793
15285	1307.393	1062.507	       	       	20.0936	 0.0611	18.9630	 0.0638
15286	 785.454	1133.191	       	       	20.0936	 0.0708	19.1555	 0.0658
15287	2005.214	 786.458	20.9313	 0.0719	20.0944	 0.0513	18.9056	 0.0425
15288	1042.677	 811.635	       	       	20.0946	 0.0741	19.1612	 0.0651
15289	1030.611	 784.510	       	       	20.0947	 0.0794	19.1057	 0.0926
15290	 990.432	1107.498	       	       	20.0956	 0.0566	18.5881	 0.0728
15291	 641.821	1363.040	       	       	20.0956	 0.0420	19.1842	 0.0619
15292	1625.941	1915.693	       	       	20.0958	 0.0480	18.7026	 0.0405
15293	 672.396	1166.491	       	       	20.0960	 0.0557	19.1117	 0.0744
15294	1210.978	1583.793	       	       	20.0962	 0.0440	19.0692	 0.0862
15295	1046.067	1832.753	       	       	20.0962	 0.0531	18.7133	 0.0525
15296	 965.077	1317.167	20.7744	 0.0665	20.0963	 0.0549	19.0133	 0.0635
15297	1008.065	1565.048	       	       	20.0967	 0.0503	18.9993	 0.0593
15298	1166.550	 464.748	       	       	20.0967	 0.0477	19.0936	 0.0561
15299	1518.791	 908.721	       	       	20.0967	 0.0483	18.9943	 0.0587
15300	  15.959	1066.847	20.8860	 0.0980	20.0968	 0.0700	19.0567	 0.0736
15301	1023.945	 863.553	       	       	20.0969	 0.0596	18.9866	 0.0744
15302	1065.633	 693.057	       	       	20.0970	 0.0450	19.1321	 0.0870
15303	1317.632	 795.257	       	       	20.0971	 0.0433	19.0814	 0.0749
15304	1553.425	 228.570	       	       	20.0973	 0.0728	19.0530	 0.0554
15305	 914.104	1067.542	       	       	20.0977	 0.0472	19.1419	 0.0704
15306	1274.951	 968.074	       	       	20.0978	 0.0655	19.1616	 0.0883
15307	1255.791	1064.107	       	       	20.0980	 0.0795	18.9538	 0.0915
15308	1080.100	1162.156	       	       	20.0981	 0.0850	18.7246	 0.0808
15309	1008.467	 852.331	       	       	20.0982	 0.0553	18.8220	 0.0817
15310	1143.302	 763.928	20.4886	 0.0902	20.0985	 0.0642	18.8347	 0.0611
15311	1059.623	1500.413	       	       	20.0988	 0.0499	19.1357	 0.0659
15312	1594.060	 582.296	20.8579	 0.0935	20.0991	 0.0509	18.9710	 0.0554
15313	1405.770	 986.638	       	       	20.0991	 0.0528	18.8866	 0.0738
15314	1384.477	 993.834	       	       	20.0991	 0.0501	19.1022	 0.0530
15315	 586.907	1314.879	       	       	20.0998	 0.0782	18.5727	 0.0538
15316	 835.818	 962.315	       	       	20.1000	 0.0692	18.7591	 0.0514
15317	1593.090	 522.072	       	       	20.1001	 0.0424	18.7589	 0.0443
15318	1886.358	1557.503	       	       	20.1002	 0.0473	18.1496	 0.0261
15319	1961.572	1557.703	       	       	20.1004	 0.0669	19.3181	 0.0736
15320	1291.640	1070.602	       	       	20.1006	 0.0745	18.8999	 0.0550
15321	 800.510	 926.908	20.8557	 0.0948	20.1006	 0.0589	18.8159	 0.0558
15322	 981.853	 801.639	       	       	20.1008	 0.0820	19.1982	 0.0687
15323	1204.951	 379.085	20.8546	 0.0825	20.1008	 0.0363	19.1102	 0.0582
15324	1245.032	 820.051	       	       	20.1015	 0.0703	18.9122	 0.0840
15325	1728.957	1056.740	20.8706	 0.0878	20.1015	 0.0508	18.8690	 0.0489
